"ID","ClassName","Label","InputType","Required","MinLength","PlaceHolder","QuestionID","SortOrder","IsProductOwner","IsBusinessOwner","IsProductName","IsBusinessOwnerName","MultiChoiceSingleAnswerDefault","MultiChoiceAnswerValue","MultiChoiceMultipleAnswerDefaultValue","MaxLength","MultiChoiceMultipleAnswerDefault"
216,"NZTA\SDLT\Model\AnswerInputField","Response","textarea",1,0,"",488,0,0,0,0,0,"","","",4096,""
217,"NZTA\SDLT\Model\AnswerInputField","Response","textarea",1,0,"Data Disposal Process",489,0,0,0,0,0,"","","",4096,""
218,"NZTA\SDLT\Model\AnswerInputField","List","textarea",1,0,"ISO27001",490,0,0,0,0,0,"","","",4096,""
219,"NZTA\SDLT\Model\AnswerInputField","Standards","textarea",1,0,"",491,0,0,0,0,0,"","","",4096,""
220,"NZTA\SDLT\Model\AnswerInputField","Response","textarea",1,0,"",493,0,0,0,0,0,"","","",4096,""
221,"NZTA\SDLT\Model\AnswerInputField","Response","textarea",1,0,"",494,0,0,0,0,0,"","","",4096,""
222,"NZTA\SDLT\Model\AnswerInputField","SLA","url",1,0,"",498,0,0,0,0,0,"","","",4096,""
223,"NZTA\SDLT\Model\AnswerInputField","Link","url",1,0,"",503,0,0,0,0,0,"","","",0,""
224,"NZTA\SDLT\Model\AnswerInputField","Link","url",1,0,"",506,0,0,0,0,0,"","","",0,""
225,"NZTA\SDLT\Model\AnswerInputField","Link","url",1,0,"",511,0,0,0,0,0,"","","",0,""
226,"NZTA\SDLT\Model\AnswerInputField","Product Name","text",1,3,"The Product",516,0,0,0,1,0,"","","",0,""
227,"NZTA\SDLT\Model\AnswerInputField","Product URL","url",1,6,"https://www.product.com",516,0,0,0,0,0,"","","",0,""
228,"NZTA\SDLT\Model\AnswerInputField","Contact Email","email",1,6,"person@product.com",516,0,0,0,0,0,"","","",0,""
229,"NZTA\SDLT\Model\AnswerInputField","Full Name","text",1,0,"",517,0,0,0,0,0,"","","",0,""
230,"NZTA\SDLT\Model\AnswerInputField","Role at Agency","text",1,0,"",517,0,0,0,0,0,"","","",0,""
231,"NZTA\SDLT\Model\AnswerInputField","Email","email",1,12,"person@example.co.nz",517,0,0,1,0,0,"","","",0,""
232,"NZTA\SDLT\Model\AnswerInputField","Description","textarea",1,0,"",518,0,0,0,0,0,"","","",0,""
233,"NZTA\SDLT\Model\AnswerInputField","Description","textarea",1,0,"",519,0,0,0,0,0,"","","",0,""
234,"NZTA\SDLT\Model\AnswerInputField","Date","date",1,0,"",520,0,0,0,0,0,"","","",0,""
235,"NZTA\SDLT\Model\AnswerInputField","Description","textarea",1,0,"",523,0,0,0,0,0,"","","",0,""
236,"NZTA\SDLT\Model\AnswerInputField","Description","textarea",1,20,"",524,0,0,0,0,0,"","","",0,""
237,"NZTA\SDLT\Model\AnswerInputField","Users","textarea",1,0,"",528,0,0,0,0,0,"","","",0,""
238,"NZTA\SDLT\Model\AnswerInputField","Information","textarea",0,0,"",530,0,0,0,0,0,"","","",0,""
239,"NZTA\SDLT\Model\AnswerInputField","Data","textarea",1,0,"",532,0,0,0,0,0,"","","",4096,""
