"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
130,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:25:06","Information Dissemination","How does the data/information circulate internally and how it is disseminated beyond the organisation","Describe how information is transmitted from your product to other sources (systems, people etc)","input",0,2,13
131,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:25:51","Information Access","Which staff, agents or contractors will have access to the information?","Please ensure you list staff names, team names or departments.","input",0,3,13
132,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:27:16","New Usage of Information","Where the information is collected as part of an existing process, explain the purposes for which information is currently obtained and how these will be changed.","Please identify the business rationale for the information being currently collected and the new usage of that information.","input",0,4,13
133,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:28:17","Communicating Purpose","Where the purposes of collecting personal information is different from the current purposes, outline how the individuals concerned will be made aware of the new purposes.","Please ensure you document how each relevant person or team will be notified of the change in information usage rationale.","input",0,5,13
134,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:29:41","Purpose of Collection","Describe all intended uses of personal information","Explain whether the purposes are consistent with those for which the information was collected or obtained.","input",0,6,13
135,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:30:22","Information Disclosure","Describe and explain issues of disclosure","Describe and explain issues of disclosure","input",0,7,13
136,"NZTA\SDLT\Model\Question","2019-04-16 10:31:54","2019-04-16 10:31:12","Notification of Disclosure","How are individuals whose information is to be used or disclosed made aware of the purpose of that use or disclosure? ","Please ensure you describe all methods of communication used","input",0,8,13
137,"NZTA\SDLT\Model\Question","2019-04-16 10:32:47","2019-04-16 10:32:35","Authority to Disclose","Is their authority to be obtained?","","action",0,9,13
138,"NZTA\SDLT\Model\Question","2019-04-16 10:33:27","2019-04-16 10:33:15","Permitted to Opt-Out","Are individuals permitted to opt out and if so how is that to be done?","","input",0,10,13
139,"NZTA\SDLT\Model\Question","2019-04-16 10:34:02","2019-04-16 10:33:48","Information Matching","Does the use of the information involve any information matching procedure?","","action",0,11,13
140,"NZTA\SDLT\Model\Question","2019-04-16 10:34:31","2019-04-16 10:34:20","Transferring Internationally","Will personal information be transferred outside New Zealand?","","action",0,12,13
141,"NZTA\SDLT\Model\Question","2019-04-16 10:34:55","2019-04-16 10:34:46","Data Retention","What are the retention and destruction practices?","","input",0,13,13
142,"NZTA\SDLT\Model\Question","2019-04-16 11:59:41","2019-04-16 10:56:51","Privacy Assessment","Create Privacy Assessment","","action",0,2,0
143,"NZTA\SDLT\Model\Question","2019-04-16 11:10:36","2019-04-16 11:10:36","Question 1","Heading 1","Heading 2","input",0,0,16
144,"NZTA\SDLT\Model\Question","2019-04-16 11:16:01","2019-04-16 11:13:06","Existing Policy Change","Does the project involve a substantial change to an existing policy, process or system that involves personal information","Example: New legislation or policy that makes it compulsory to collect or disclose information

If No, please write No.
If Yes, please explain your response.","input",0,0,15
145,"NZTA\SDLT\Model\Question","2019-04-16 11:15:30","2019-04-16 11:15:30","Risk Register Activity","Does the project involve any practice or activity that is listed on a risk register kept by the Transport Agency","Example: Practices or activities listed on the Transport Agency’s risk register or health and safety register

If No, please write No.
If Yes, please explain your response.","input",0,0,15
146,"NZTA\SDLT\Model\Question","2019-04-16 11:16:31","2019-04-16 11:16:31","New Collection of PII","Does the project involve a new collection of personal information ","Example: Collecting information about individuals’ location

If No, please write No.
If Yes, please explain your response.","input",0,0,15
147,"NZTA\SDLT\Model\Question","2019-04-16 11:17:02","2019-04-16 11:17:02","New Way of Collecting PII","Does the project involve a new way of collecting personal information","Example: Collecting information online rather than on paper forms

If No, please write No.
If Yes, please explain your response.","input",0,0,15
148,"NZTA\SDLT\Model\Question","2019-04-16 11:25:05","2019-04-16 11:25:05","Change in PII Storage","Does the project involve a change in the way personal information is stored or secured","Example: Storing information in the cloud

If No, please write No.
If Yes, please explain your response.","input",0,0,15
149,"NZTA\SDLT\Model\Question","2019-04-16 11:26:02","2019-04-16 11:26:02","Sensitive Information","Does the project involve a change to how sensitive information is managed","Example: Moving health or financial records to a new database

If No or your Information classification is not Sensitive, please write No.
If Yes, please explain your response.","input",0,0,15
150,"NZTA\SDLT\Model\Question","2019-04-16 11:26:39","2019-04-16 11:26:39","Transferring PII Offshore","Does the project involve transferring personal information offshore or using a third-party contractor","Example: Outsourcing the payroll function or storing information in the cloud

If No, please write No.
If Yes, please explain your response.","input",0,0,15
151,"NZTA\SDLT\Model\Question","2019-04-16 11:27:16","2019-04-16 11:27:16","Longer PII Retention","Does the project involve a decision to keep personal information for longer than you have previously","Example: Changing IT backups to be kept for 10 years when you previously only stored them for 7

If No, please write No.
If Yes, please explain your response.","input",0,0,15
152,"NZTA\SDLT\Model\Question","2019-04-16 11:27:53","2019-04-16 11:27:53","A New Use or Disclosure","Does the project involve a new use or disclosure of personal information that is already held","Example: Sharing information with other parties in a new way

If No, please write No.
If Yes, please explain your response.","input",0,0,15
153,"NZTA\SDLT\Model\Question","2019-04-16 11:28:26","2019-04-16 11:28:26","Sharing or Matching","Does the project involve sharing or matching personal information held by different organisations or currently held in different datasets","Example: Combining information with other information held on public registers, or sharing information to enable organisations to provide services jointly

If No, please write No.
If Yes, please explain your response.","input",0,0,15
154,"NZTA\SDLT\Model\Question","2019-04-16 11:30:00","2019-04-16 11:30:00","Individuals' Access","Does the project involve a change in policy that results in people having less access to information that you hold about them","Example: Archiving documents after 6 months into a facility from which they can’t be easily retrieved

If No, please write No.
If Yes, please explain your response.","input",0,0,15
155,"NZTA\SDLT\Model\Question","2019-04-16 11:30:42","2019-04-16 11:30:42","Identifying Individuals","Does the project involve establishing a new way of identifying individuals","Example: A unique identifier, a biometric, or an online identity system

If No, please write No.
If Yes, please explain your response.
","input",0,0,15
156,"NZTA\SDLT\Model\Question","2019-04-16 11:31:27","2019-04-16 11:31:27","Searching PII","Does the project involve introducing a new system for searching individuals’ property, persons or premises","Example: A phone company adopts a new policy of searching data in old phones that are handed in

If No, please write No.
If Yes, please explain your response.","input",0,0,15
157,"NZTA\SDLT\Model\Question","2019-04-16 11:34:59","2019-04-16 11:34:59","Surveillance","Does the project involve surveillance, tracking or monitoring of movements, behaviour or communications","Example: Installing a new CCTV system

If No, please write No.
If Yes, please explain your response.","input",0,0,15
158,"NZTA\SDLT\Model\Question","2019-04-16 11:35:40","2019-04-16 11:35:40","Private Spaces","Does the project involve changes to your premises that will involve private spaces where clients or customers may disclose their personal information ","Example: Changing the location of the reception desk, where people may discuss personal details

If No, please write No.
If Yes, please explain your response.","input",0,0,15
159,"NZTA\SDLT\Model\Question","2019-04-16 11:36:17","2019-04-16 11:36:17","Regulatory Requirements","Does the project involve new regulatory requirements that could lead to compliance action against individuals on the basis of information about them ","Example: Adding a new medical condition to the requirements of a drivers licence

If No, please write No.
If Yes, please explain your response.","input",0,0,15
160,"NZTA\SDLT\Model\Question","2019-04-16 11:37:06","2019-04-16 11:37:06","Other","Does the project involve anything else that may impact on privacy, such as bodily searches, or intrusions into physical space","If No, please write No.
If Yes, please explain your response.","input",0,0,15
161,"NZTA\SDLT\Model\Question","2019-04-16 11:38:39","2019-04-16 11:38:39","Risk Assessment","Did you answer 'Yes' to any of the previous questions?","","action",0,0,15
162,"NZTA\SDLT\Model\Question","2019-04-16 11:42:13","2019-04-16 11:42:13","Level of Information Handling","Please Define the level of information handling involved by this product","Low – Minimal personal information will be handled
Medium – A moderate amount of personal information (or information that could become personal information) will be handled
High – A significant amount of personal information (or information that could become personal information) will be handled
","action",0,0,15
163,"NZTA\SDLT\Model\Question","2019-04-16 11:44:14","2019-04-16 11:44:14","Information Sensitivity","Sensitivity of the information (eg health, financial, race)","Low – The information will not be sensitive
Medium – The information may be considered to be sensitive
High – The information will be highly sensitive","action",0,0,15
164,"NZTA\SDLT\Model\Question","2019-04-16 11:45:07","2019-04-16 11:45:07","Significance of Changes","Significance of Changes","Low – Only minor change to existing functions/activities
Medium – Substantial change to existing functions/activities; or a new initiative
High – Major overhaul of existing functions/activities; or a new initiative that’s significantly different
","action",0,0,15
165,"NZTA\SDLT\Model\Question","2019-04-16 11:46:16","2019-04-16 11:46:16","Interaction With Others","Interaction With Others","Low – No interaction with other agencies
Medium – Interaction with one or two other agencies
High – Extensive cross-agency (that is, government) interaction or cross-sectional (non-government and government) interaction
","action",0,0,15
166,"NZTA\SDLT\Model\Question","2019-04-16 11:47:19","2019-04-16 11:47:19","Public Impact","Public Impact","Low – Minimal impact on the Transport Agency and clients
Medium – Some impact on clients is likely due to changes to the handling of personal information; or the changes may raise public concern
High – High impact on clients and the wider public, and concerns over aspects of project; or negative media is likely
","action",0,0,15
167,"NZTA\SDLT\Model\Question","2019-04-16 11:48:58","2019-04-16 11:48:58","Finish","Finish","","action",0,0,15
168,"NZTA\SDLT\Model\Question","2020-03-02 12:14:04","2019-04-16 11:55:08","Verification","Please provide links to information that verify the third-party is PCI-DSS compliant","<p>Please ensure documents and emails have been loaded into an Agency document management system and are visible to Cyber Security staff.</p>","input",0,0,17
169,"NZTA\SDLT\Model\Question","2019-04-23 15:03:46","2019-04-17 11:44:04","SaaS or Agency Controlled","Is this Software as a Service or a Agency Controlled Deployment","SaaS means that we do not have any control over the installation or configuration of the installation.
Agency Controlled means that we have control over how and where the product is deployed.","action",1,10,0
170,"NZTA\SDLT\Model\Question","2019-04-23 15:03:46","2019-04-17 11:46:59","Proof of Concept or Trial","Is this a proof of concept, or are you performing a product trial?","Proof of Concept (POC) is utilisation of a product to prove a logical concept. After the POC ends, all installation and configuration information will be destroyed. A product trial will be used to test the validity of a specific product. A successful product trial may lead to the continued use after completing relevant adoption assurance processes.","action",1,7,0
171,"NZTA\SDLT\Model\Question","2019-05-13 09:34:32","2019-04-17 12:18:33","Completed Document","Please provide a link to the completed Security Risk Assessment","Please provide a link to the completed Security Risk Assessment. Please store the SRA in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,0,28
172,"NZTA\SDLT\Model\Question","2019-04-30 09:06:53","2019-04-18 08:46:45","Test","","","action",0,7,0
173,"NZTA\SDLT\Model\Question","2019-04-26 09:56:39","2019-04-18 09:49:01","Component Selection","Create Component Selection and Finish","Component Selection","action",0,14,0
174,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-04-18 10:03:47","Security Risk Assessment","Have you completed a security risk assessment?","","action",0,28,0
175,"NZTA\SDLT\Model\Question","2019-04-18 10:30:32","2019-04-18 10:30:32","Finish","Finish","Testing","action",23,0,0
176,"NZTA\SDLT\Model\Question","2019-04-23 15:03:46","2019-04-23 12:07:42","Other","Is there any other information you'd like to submit with your application?","Please include information that might be relevant to the Security Architects, Chief Information Security Officer or Business Owner.","input",1,23,0
177,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-04-23 12:14:16","Funded By Transport Agency","Has the Transport Agency paid for the development of this product?","Has this product been developed by the Transport Agency?
OR:
Has it been developed by a partner/vendor at the expense of the Transport Agency?","action",0,4,0
178,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-04-23 12:22:26","Credit Card Connection","Will this product directly talk to the Transport Agency Tolling Website, Payment Micro-site or Common Payment Services (CPS) system?","<p>To use this product, will there need to be some integration with Transport Agency systems that handle payments? This includes the Tolling website, Payment Micro-site or Common Payment Services (CPS). </p><p>The Transport Agency is required by VISA and our Bank to maintain compliance with the Payment Card Industry - Data Security Standards (PCI-DSS). These products sit within the Transport Agencies PCI-DSS environment. Any changes to this environment will require validation against the current PCI-DSS requirements to ensure no compliance obligations are being compromised. At the end of this questionnaire a PCI-DSS assessment task will be created. This task will ask you to go through each of the PCI-DSS requirements and ensure they're being met within this product integration.</p>","action",0,22,0
179,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-04-23 12:24:12","Description of Information","Describe what Transport Agency information will be received, transmitted and stored by this product","Transport Agency Information is any and all data or information that the Transport Agency receives, stores or transmits.

Please ensure as much information as possible about information stored, transmitted or received by this product is documented.","input",0,17,0
180,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-04-23 12:27:01","Authentication","Does this product integrate with the Transport Agency identity and access management platforms?","Will this product integrate with Azure Active Directory or OKTA to manage Transport Agency user accounts?","action",0,26,0
181,"NZTA\SDLT\Model\Question","2020-06-12 14:42:53","2019-04-23 12:31:17","Other","Is there any other information you'd like to submit with your application?","Please include information that might be relevant to the Security Architects, Chief Information Security Officer or Business Owner.","input",0,29,0
182,"NZTA\SDLT\Model\Question","2019-07-15 11:10:40","2019-04-23 12:44:19","Lite Solution Design","Have you completed a lite solution design?","The Lite Solution Design document is part of the Transport Agency's architecture standards. Adoption of SaaS products should have a completed lite solution design that is endorsed by the Architecture Review Board (ARB) prior to requesting Security Approval.","action",0,8,0
183,"NZTA\SDLT\Model\Question","2019-07-15 11:10:36","2019-04-23 12:45:35","Lite Design Link","Please provide link to the Lite Solution Design.","Please provide a link to the document and ensure the link is accessible to Cyber Security staff.","input",0,9,0
184,"NZTA\SDLT\Model\Question","2019-05-13 08:24:51","2019-04-23 13:01:22","Design Documentation","Please provide a link to the High-Level Design","Please provide a link to the Solution Architecture Document or equivalent high level design that has been approved by the Architecture Review Board (ARB). If you do not have a high level design, the security team will be unable to perform a security assessment and risk analysis of your product.","input",5,3,0
185,"NZTA\SDLT\Model\Question","2019-05-13 08:19:28","2019-04-23 13:03:35","ARB Endorsement","Please provide a link to the Architecture Review Board endorsement","Architecture Review Board (ARB) approval is required before any new products can go into production; subsequently ARB approval is required before the high level design can be approved by security.","input",0,4,0
186,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-04-23 13:52:42","Information Classification","Do you know the Information Classification already?","The information classification must be assigned in line with the Government guidelines. If you are unsure, click ""No"" and the SDLT will generate your information classification for you as a task at the end of this questionnaire.","action",5,7,0
187,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-04-23 13:53:32","Information Classification Result","What is your information classification?","Please enter your information classification","input",5,8,0
188,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-23 14:20:12","Default Credentials","Have all vendor-supplied defaults been changed?","This applies to ALL default passwords, including but not limited to those used by operating systems, software that provides security services, application and system accounts, point-of-sale (POS) terminals, payment applications, Simple Network Management Protocol (SNMP) community strings, etc.).","action",0,2,38
189,"NZTA\SDLT\Model\Question","2020-05-20 15:04:30","2019-04-23 14:22:21","Authentication","Does this product integrate with the Transport Agency identity and access management platforms?","Will this product integrate with Azure Active Directory or OKTA to manage Transport Agency user accounts?","action",0,21,0
190,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-04-23 14:22:57","Other","Is there any other information you'd like to submit with your application?","Please include information that might be relevant to the Security Architects, Chief Information Security Officer or Business Owner.","input",5,24,0
191,"NZTA\SDLT\Model\Question","2019-05-13 08:24:51","2019-04-23 14:24:33","Product Information","Please enter the name of the project and product and project/manager name","Please enter the name of the project and product and project/manager name","input",5,1,0
192,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-04-23 14:28:39","JIRA","Are you using JIRA to manage this project/product deployment?","If you click yes, you will be given given the option of creating security control issues in JIRA. Each JIRA ticket created has a list of security controls that must be implemented to meet Transport Agency and NZISM security guidelines.","action",5,19,0
193,"NZTA\SDLT\Model\Question","2019-05-01 09:45:19","2019-04-23 15:03:29","Quick Finish","Finish now?","This is for testing","action",0,3,0
194,"NZTA\SDLT\Model\Question","2019-04-26 09:32:52","2019-04-26 09:31:25","Design Document Exists","Is there a High level design for this feature/bug-fix?","This would be a the Solution Architecture Document or equivalent high level design that may have gone through an architectural review.","action",0,3,0
195,"NZTA\SDLT\Model\Question","2019-05-13 11:05:38","2019-04-26 09:38:38","Handling New Data","Does this change introduce new data to the product?","Is this product going to be transmitting, receiving or storing new forms of information/data? ","action",0,5,0
196,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-04-26 09:40:04","Information Classification","Does this new data have an information classification yet?","<p>Do you know the Information Classification for this new data?</p><p>AND;</p><p>Is this information classification different to what the product already handles?</p>","action",4,8,0
197,"NZTA\SDLT\Model\Question","2020-03-11 08:38:36","2019-04-26 09:47:51","Information Classification Result","What is the information classification for the new information?","Please enter the information classification","input",0,9,0
198,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-04-26 09:49:35","Personal Information","Does this new information contain Personal Information (PI)?","<p>Personal Information is defined as any information about an identifiable individual (i.e. a living, natural person; not companies/charities/trusts etc). The information doesn’t need to identify a person by their name to be personal information, and it also doesn’t need to be private or sensitive. As long as there’s a reasonable chance that someone could be identified from the information - even if it’s only one person that makes the link between the information and the individual, and even if it’s only by linking it with other information - then it’s personal information. This includes information about other staff members and our customers.</p><p>All systems created, managed and used by the Agency that contain or use any form of Personal Information must go through a Privacy Threshold Assessment process. At the end of this questionnaire, a Privacy Threshold Assessment task will be completed. When completed, this task will be submitted to the Privacy Officers for review and approval.</p><p>For more information, and specific examples, please see the Privacy Page on OnRamp: https://onramp.example.co.nz/what-we-do/legal-services/privacy/</p>","action",4,9,0
199,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-04-26 09:50:40","Existing Personal Information","Did the product previously transmit, receive or store Personal Information (PI)?","<p>Personal Information is defined as any information about an identifiable individual (i.e. a living, natural person; not companies/charities/trusts etc). The information doesn’t need to identify a person by their name to be personal information, and it also doesn’t need to be private or sensitive. As long as there’s a reasonable chance that someone could be identified from the information - even if it’s only one person that makes the link between the information and the individual, and even if it’s only by linking it with other information - then it’s personal information. This includes information about other staff members and our customers.</p><p>For more information, and specific examples, please see the Privacy Page on OnRamp: https://onramp.example.co.nz/what-we-do/legal-services/privacy/</p>","action",4,10,0
200,"NZTA\SDLT\Model\Question","2020-03-11 09:29:56","2019-04-26 09:53:01","New Transfers of Data","Will this change add any new sources or targets of Data?","<p>Is this change going to be adding any new data sources or targets of data/information?</p><p>This would include:</p><ul><li>Data/Information being received by the product</li>
<li>Data/Information being sent by the product</li>
<li>Data/Information being loaded/imported into the product</li>
<li>Data/Information being exported from the product</li>
</ul><p>&nbsp;</p>","action",0,12,0
201,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-04-26 09:55:58","Existing Provider","Has the Transport Agency used this service provider previously?","<p>When engaging new providers of SaaS or Cloud Services, all NZ Government Agencies are required to complete a Government Digital Communication Office Cloud Risk Assessment (GCDO/GCIO). Once complete and assessed, a copy of this assessment will be provided to the NZ Department of Internal Affairs (DIA) and made available to all NZ Government Agencies. Each external organisation should only have to ever complete this process once.</p><p>This assessment is designed to solicit information about potential risks to NZ Government Data and Agencies. If the vendor in question has not completed an assessment before, a new GCIO105 task will be created on completion of this questionnaire.</p>","action",4,13,0
202,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2019-04-26 09:58:30","New Users","Please list the names and roles of new users of this product","Users are the people who will be using the product. Please document the names, roles and permissions each user will get. If there are named groups within the product, please document the group that each user will belong to.","input",4,21,0
203,"NZTA\SDLT\Model\Question","2020-03-11 09:16:01","2019-04-26 10:04:14","JIRA","Are you using JIRA to manage this deliverable?","Are you using JIRA to manage this deliverable?","action",0,20,0
204,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:44:20","Default Accounts","Have unnecessary default accounts been removed or disabled?
","Have unnecessary default accounts been removed or disabled?","action",0,3,38
205,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:45:11","Unique User IDs","Are all users assigned a unique ID before allowing them to access system components?","Are all users assigned a unique ID before allowing them to access system components?","action",0,4,38
206,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:45:46","User Account Removal","Is access for any terminated users immediately deactivated or removed?","Is access for any terminated users immediately deactivated or removed?","action",0,5,38
207,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:46:35","Multifactor Authentication","Has Multifactor authentication been implemented?","Has Multifactor authentication been implemented?","action",0,6,38
208,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:47:43","Password Complexity","Do your user account passwords meet the Transport Agency password complexity policy?","Do passwords:
- Have A minimum password length of at least seven characters
- Contain both numeric and alphabetic characters
","action",0,7,38
209,"NZTA\SDLT\Model\Question","2019-07-15 10:54:00","2019-04-26 10:48:35","Generic and Shared Accounts","Have all generic and shared user accounts been disabled/removed?","Have all generic and shared user accounts been disabled/removed?","action",0,8,38
210,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:49:31","Physical Media","Is all media physically secured (including but not limited to computers, removable electronic media, paper receipts, paper reports, and faxes)?","Note: “media” refers to all paper and electronic media containing cardholder data.
","action",0,9,38
211,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:50:06","Physical Media Control","Is strict control maintained over the internal or external distribution of any kind of media?","Is strict control maintained over the internal or external distribution of any kind of media?","action",0,10,38
212,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:50:41","Physical Media Classification","Is media classified so the sensitivity of the data can be determined?
","Is media classified so the sensitivity of the data can be determined?","action",0,11,38
213,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:51:16","Physical Media Delivery","Is media sent by secured courier or other delivery method that can be accurately tracked?
","Is media sent by secured courier or other delivery method that can be accurately tracked?","action",0,12,38
214,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:52:47","Management Approval","Is management approval obtained prior to moving the media (especially when media is distributed to individuals)?
","Is management approval obtained prior to moving the media (especially when media is distributed to individuals)?","action",0,13,38
215,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:53:42","Physical Media Storage","Is strict control maintained over the storage and accessibility of media?","Is strict control maintained over the storage and accessibility of media?","action",0,14,38
216,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:54:19","Media Destroyed","Is all media destroyed when it is no longer needed for business or legal reasons?","Is all media destroyed when it is no longer needed for business or legal reasons?","action",0,15,38
217,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:54:53","Hard-Copy Shredding","Are hardcopy materials cross-cut shredded, incinerated, or pulped so that cardholder data cannot be reconstructed?","Are hardcopy materials cross-cut shredded, incinerated, or pulped so that cardholder data cannot be reconstructed?","action",0,16,38
218,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:58:02","Security Destruction Material","Are storage containers used for materials that contain information to be destroyed secured to prevent access to the contents? ","Are storage containers used for materials that contain information to be destroyed secured to prevent access to the contents? ","action",0,17,38
219,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 10:58:44","Service Providers","Is a list of service providers maintained, including a description of the service(s) provided?","Is a list of service providers maintained, including a description of the service(s) provided?","action",0,18,38
220,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 11:00:39","Service Provider Agreement","Is a written agreement maintained that includes an acknowledgement that the service providers are responsible for the security of cardholder data the service
providers possess or otherwise store, process, or transmit on behalf of the customer, or to the extent that they could impact the security of the customer’s cardholder data environment?","Note: The exact wording of an acknowledgement will depend on the agreement between the two parties, the details of the service being provided, and the responsibilities assigned to each party. The acknowledgement does not have to include the exact wording provided in this requirement.","action",0,19,38
221,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 11:04:32","Service Provider Engagement","Is there an established process for engaging service providers, including proper due diligence prior to engagement?","Is there an established process for engaging service providers, including proper due diligence prior to engagement?","action",0,20,38
222,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 11:05:14","PCI-DSS Compliance","Is a program maintained to monitor service providers’ PCI DSS compliance status at least annually?","Is a program maintained to monitor service providers’ PCI DSS compliance status at least annually?","action",0,21,38
223,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 11:05:48","Service Provider Compliance","Is information maintained about which PCI DSS requirements are managed by each service provider, and which are managed by the entity?
","Is information maintained about which PCI DSS requirements are managed by each service provider, and which are managed by the entity?","action",0,22,38
224,"NZTA\SDLT\Model\Question","2019-04-26 11:06:56","2019-04-26 11:06:24","Incident Response Plan","Has an incident response plan been created to be implemented in the event of system breach?","Has an incident response plan been created to be implemented in the event of system breach?","action",0,23,38
225,"NZTA\SDLT\Model\Question","2019-05-03 10:47:51","2019-04-26 11:06:49","Information","PCI-DSS Self Assessment Questionnaire (SAQ-A)","PCI-DSS is a required standard for all organisations that process credit card payments. You have identified that the product being evaluated accepts credit card payment for the Agency. This means that your product integrates with either one of the Agencys payment systems. Because of this, you must ensure your deliverable is compliant with the PCI-DSS requirements.

This task is a self attestation of your deliverable's compliance against the PCI-DSS V3.2.1 SAQ A requirements.

If you have concerns or questions about this, please contact the Security Architects via email at security.architects@example.co.nz","action",0,1,38
226,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:02:49","Third-Party Dependencies","Does your organisation have dependencies on third-parties?","Does your organisaton have any dependency on any third parties (e.g. outsourcers, subcontractors or another service provider) that introduce additional jurisdictional risks?

","action",0,9,6
227,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:03:45","Third-Party Information","Please list the third-parties, their head office locations and countries that they provide services from","","input",0,10,6
228,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:04:26","Third-Party Data Access","Describe the access to data that the third-party provides have","Ensure you describe the formats of data the third-party have access to. Include whether or not this data is encrypted and what forms of encryption are used.","input",0,11,6
229,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:05:47","New Zealand Jurisdiction","Will Agency data/information be stored and covered under New Zealand laws?","Will Data provided to your organisation's products be stored within New Zealand's jurisdictional borders?","action",0,3,6
230,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:06:54","International Data Laws","Have the laws of the country or countries where the data will be stored and processed been reviewed to assess how they could affect the security and/or privacy of the information?
","","action",0,7,6
231,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:07:33","Data Protection Agreement","Are customers able to negotiate with the service provider to ensure that the equivalent privacy protections are specified in the contract?","","action",0,8,6
232,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:08:55","Government Requests","How does your organisation deal with requests from government agencies to access customer information?
","","input",0,12,6
233,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:09:47","Government Court Order","Will your organisation only disclose information in response to a valid court order?
","","action",0,13,6
234,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:10:36","Customer Notification","Does your organisation inform their customers if they have to disclose information in response to a Government request or Court Order?
","","action",0,14,6
235,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:11:20","Prevented Customer Notification","Is your organisation prevented from informing customers that they have received a court order requesting access to their information?
","","action",0,15,6
236,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:12:12","Personal Information Use","Is your organisation's use of personal information clearly set out in its privacy policy?
","","action",0,17,6
237,"NZTA\SDLT\Model\Question","2019-04-30 12:22:52","2019-04-29 10:12:46","Privacy Policy Link","Please provide a link to your organisations privacy policy","Please provide a link to your organisations privacy policy","input",0,16,0
238,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:13:37","Personal Information Disclosure","Does your organisation notify its customers if their data is accessed by, or disclosed to, an unauthorised party?
","","action",0,18,6
239,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-29 10:14:08","Privacy Breach Contact","Who can the agency, its staff and/or customers complain to if there is a privacy breach?
","","input",0,19,6
